molecule_name,atom_index,dist_H_0,dist_H_1,dist_H_2,dist_H_3,dist_H_4,dist_C_0,dist_C_1,dist_C_2,dist_C_3,dist_C_4,dist_N_0,dist_N_1,dist_N_2,dist_N_3,dist_N_4,dist_O_0,dist_O_1,dist_O_2,dist_O_3,dist_O_4,dist_F_0,dist_F_1,dist_F_2,dist_F_3,dist_F_4
dsgdb9nsd_040711,0,0.8502921587607398,0.8489025959808869,0.20485141597641274,0.20073733020679274,0.1996076089621689,0.4392373589409351,0.438980853504791,0.14587556007910113,0.0781638241036776,0.06213717256730783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_040711,1,0.8502911497045311,0.848903049413178,0.20485327947130422,0.20073937942547462,0.19960586184936677,0.4392373589409351,0.43898237903028614,0.1458724082302313,0.07815219172541273,0.06213873448664816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_040711,2,0.8441719991422051,0.21932944977363367,0.20074233096800295,0.20074123026078533,0.1992841439337679,0.4426456964235726,0.43898237903028614,0.438980853504791,0.14398697319755518,0.14398554492970345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_040711,3,0.8330023546762582,0.20958757529753122,0.20380843599348614,0.20380777111729614,0.19228951303295896,0.4426456964235726,0.4097526468394204,0.40975259108656015,0.21517915623958356,0.14587556007910113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_040711,4,0.8358825771916311,0.8323234625039363,0.20801390471774117,0.12953535046490472,0.1180986489839301,0.42498548839627154,0.40975259108656015,0.20923465197372965,0.14398697319755518,0.13752969755047273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_040711,8,0.8358830251696528,0.8323228667993096,0.20801478484525057,0.12953566603710515,0.11810934210449706,0.4249858841758533,0.4097526468394204,0.20923465197372965,0.14398554492970345,0.13752952272573432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_040711,5,0.20650512371977967,0.2065051047849186,0.20175141958092727,0.20175091015575972,0.20086225736888738,0.44627046482370464,0.4434711172594532,0.4249858841758533,0.42498548839627154,0.21517915623958356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_040711,6,0.8480889534210704,0.8480887575085923,0.1993094656738677,0.19930909917735806,0.11739185482944663,0.4434711172594532,0.4361505591916034,0.13752969755047273,0.13752952272573432,0.08721719492097867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_040711,7,0.8481807576266772,0.8481806502716055,0.19935088765667006,0.19935054533238247,0.10898770565491442,0.44627046482370464,0.4361505591916034,0.13358034005327443,0.1335801285948717,0.0762885898718139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,9,0.32037770215759614,0.31937081014598306,0.11409480121655757,0.10363064649796974,0.10161929913465678,0.831204895738727,0.21313040225431254,0.11667778754837857,0.10428506967036365,0.07990545549944578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,10,0.31937081014598306,0.3193221476774604,0.1478100506279873,0.09463605137705726,0.08425506092697724,0.8316045330505676,0.21340045914237024,0.12077501330624897,0.10235326544591476,0.08183860428835167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,11,0.32037770215759614,0.3193221476774604,0.15805049307668795,0.13071310971877512,0.06997139759969137,0.8340976526402702,0.21378286781893982,0.13291114238609683,0.12545636022619766,0.07989296253036413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,12,0.32103535522121296,0.15702160634302093,0.1478100506279873,0.10363064649796974,0.06997139759969137,0.8300298455473063,0.2140242339557037,0.21400036358309407,0.13077654122267604,0.10562614844433008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,13,0.32103535522121296,0.13273973872953812,0.1317000628607774,0.11409480121655757,0.08425506092697724,0.8292593826638978,0.20815417927548677,0.2081284100809302,0.11289087531408623,0.11157305882302311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,14,0.1579053323143367,0.15702160634302093,0.14098149982765507,0.1317000628607774,0.06913725598568315,0.8497447755298491,0.20067859309123742,0.1970624588909282,0.19381275105974924,0.08576327522930037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,15,0.1579053323143367,0.15619455375802316,0.14112098314737728,0.13201101305118793,0.0688783587953717,0.8497227268261923,0.20076886156307258,0.19662647681656534,0.19380968628776785,0.08631915127627614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,16,0.32088314896993586,0.15712456950679995,0.15619455375802316,0.06904834784437007,0.06881216103823604,0.8312931920693357,0.21396783181365556,0.21374705875081088,0.10516072129714452,0.10512669108654879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,17,0.32088314896993586,0.13273973872953812,0.13201101305118793,0.1317529866171112,0.06913725598568315,0.8299543036524352,0.20849313264095826,0.2082211569042208,0.11188195605845262,0.11026302976976467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,18,0.15805049307668795,0.15712456950679995,0.1413496211971954,0.1317529866171112,0.10161929913465678,0.848353342395734,0.20129505108689597,0.19690253306041647,0.19359068556338097,0.13123468876933028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,19,0.1428823669903577,0.1413496211971954,0.13071310971877512,0.09463605137705726,0.06904834784437007,0.8528485728763939,0.1927986470758605,0.1900826735743207,0.18952031658821292,0.11648373015172575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,20,0.1428823669903577,0.14112098314737728,0.14098149982765507,0.06893448682453186,0.06881216103823604,0.8540405401413295,0.192977658784839,0.1896525121911693,0.18964095115577392,0.08604988944729965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,0,0.8340976526402702,0.8316045330505676,0.831204895738727,0.13123468876933028,0.13077654122267604,0.43855884044079946,0.14728755397637142,0.14694090371164495,0.14214400967584223,0.06862855570707353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,1,0.2140242339557037,0.21378286781893982,0.21340045914237024,0.21313040225431254,0.2081284100809302,0.43855884044079946,0.4352944876154716,0.431845507243144,0.4287990896627927,0.17097624135383727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,2,0.8300298455473063,0.8292593826638978,0.1970624588909282,0.12077501330624897,0.11667778754837857,0.43234150272871935,0.4287990896627927,0.16339771975198342,0.1627152343627948,0.1508594649464617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,6,0.848353342395734,0.21396783181365556,0.2082211569042208,0.18952031658821292,0.13291114238609683,0.4352944876154716,0.4317354809559505,0.4315010012093429,0.17311553112330108,0.167896786084829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,7,0.8528485728763939,0.19359068556338097,0.192977658784839,0.12545636022619766,0.10562614844433008,0.4346649630431002,0.431845507243144,0.4317354809559505,0.16836440317667506,0.16778141970389626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,3,0.8497447755298491,0.21400036358309407,0.20815417927548677,0.20076886156307258,0.18964095115577392,0.43738449771065585,0.43351853668781015,0.43234150272871935,0.17097624135383727,0.16836440317667506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,4,0.8497227268261923,0.21374705875081088,0.20849313264095826,0.20067859309123742,0.1896525121911693,0.43738449771065585,0.4330882888232261,0.4317455229945666,0.17311553112330108,0.16778141970389626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,8,0.8540405401413295,0.19381275105974924,0.19380968628776785,0.1927986470758605,0.10529333380105976,0.4346649630431002,0.43351853668781015,0.4330882888232261,0.167896786084829,0.16613405912582843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_071764,5,0.8312931920693357,0.8299543036524352,0.19690253306041647,0.19662647681656534,0.10967480758439746,0.4317455229945666,0.4315010012093429,0.1621830376342616,0.16193235292654792,0.1497890257136359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,9,0.31973242999103135,0.31843818174075345,0.15637494933073143,0.10574904234058168,0.09501390822515435,0.8343989242540591,0.20985301080929789,0.1257275778717846,0.08038625271320762,0.0771151062755385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,10,0.3207469154760073,0.31973242999103135,0.17521664213558044,0.1572840482160168,0.10509014544449842,0.834861556202992,0.20769147581727146,0.12314747449311311,0.1127866265764498,0.06152271579624307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,11,0.3207469154760073,0.31843818174075345,0.16159609893711493,0.16096234828355158,0.06414851896455408,0.8346891215709469,0.2099943567020071,0.0818845056424463,0.055980817041949814,0.050067891345796325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,12,0.32334500203527655,0.17293272477231952,0.16159609893711493,0.15637494933073143,0.10509014544449842,0.8324515982956686,0.21991956367238966,0.21379913162371864,0.14656307212928388,0.0811997390864368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,13,0.32334500203527655,0.16096234828355158,0.1572840482160168,0.1422986530980341,0.10574904234058168,0.826723271022032,0.21840174522606437,0.21482030644353606,0.12423329967769425,0.0957591130133278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,14,0.17293272477231952,0.16310008499539466,0.08307891328569234,0.08217253717751163,0.07959844332293496,0.846389036721106,0.223297880148325,0.1963426024701291,0.13152312834945548,0.08742709158798727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,15,0.16310008499539466,0.14991817998894066,0.1498800201475554,0.1167689512927352,0.11673438127295638,0.8399204078920365,0.2094797117901002,0.18977246020000763,0.18967966964646293,0.10209270125967196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,16,0.31191943685019663,0.13133735089100715,0.1167689512927352,0.11591568162026247,0.08217253717751163,0.8366355769156756,0.19221876918769376,0.19085163723026846,0.1358856697282669,0.13148687686113303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,17,0.31191943685019663,0.15996350560275777,0.15357818918156815,0.14991817998894066,0.07515964368302398,0.835977655705969,0.20575545961001548,0.20370719388023809,0.1529731644756248,0.08371824241422814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,18,0.15873166519036042,0.15742327991096,0.15362036025968964,0.15357818918156815,0.11591568162026247,0.837089814293102,0.2090643850290306,0.19140990957709833,0.19136747242886043,0.10238499194000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,19,0.31195294898397297,0.15996350560275777,0.15362036025968964,0.1498800201475554,0.07517277947828196,0.8360034358922003,0.20580836598623803,0.2036585780158283,0.1530126966191828,0.0838225665992574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,20,0.31195294898397297,0.13059462034982436,0.11673438127295638,0.11590645447949498,0.08307891328569234,0.8366834340791921,0.1921093478837591,0.1908136991163689,0.13629225334254066,0.13090066361489547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,21,0.3258450591942348,0.15742327991096,0.1422986530980341,0.13059462034982436,0.09351049979560286,0.825868421693748,0.21522217395392684,0.21070910184515043,0.12224847273565488,0.11825547483229644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,22,0.3258450591942348,0.17521664213558044,0.15873166519036042,0.13133735089100715,0.0986340226234091,0.8279928435532051,0.2134823101476261,0.21195828136636138,0.12059996213104887,0.11883244871747294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,0,0.834861556202992,0.8346891215709469,0.8343989242540591,0.21482030644353606,0.21379913162371864,0.42202068634472056,0.15318294071655725,0.09550630563069054,0.07837876351400012,0.04694316236901201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,1,0.8324515982956686,0.826723271022032,0.2099943567020071,0.20985301080929789,0.20769147581727146,0.4407117996419985,0.42202068634472056,0.1588840054265941,0.14738762880833814,0.06619064219328778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,2,0.223297880148325,0.21991956367238966,0.21840174522606437,0.21522217395392684,0.2134823101476261,0.5595147866880279,0.4407117996419985,0.432558278664059,0.1651577901750647,0.15694566649348374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,3,0.846389036721106,0.2094797117901002,0.14656307212928388,0.13629225334254066,0.1358856697282669,0.5595147866880279,0.43635171126072375,0.16734914916917135,0.1613035908633029,0.16099456504393347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,8,0.8279928435532051,0.825868421693748,0.2090643850290306,0.13148687686113303,0.13090066361489547,0.432558278664059,0.4222652637985013,0.16734914916917135,0.15536165839623625,0.1549754229578616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,4,0.8399204078920365,0.20370719388023809,0.2036585780158283,0.1963426024701291,0.19221876918769376,0.43635171126072375,0.4109945718075562,0.41067321147008756,0.22205156263695844,0.1651577901750647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,5,0.8366355769156756,0.835977655705969,0.19136747242886043,0.18977246020000763,0.1530126966191828,0.41250359198168335,0.4109945718075562,0.21922301819142312,0.16099456504393347,0.15536165839623625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,7,0.8366834340791921,0.8360034358922003,0.19140990957709833,0.18967966964646293,0.1529731644756248,0.4125994040033994,0.41067321147008756,0.21922301819142312,0.1613035908633029,0.1549754229578616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_108979,6,0.837089814293102,0.21195828136636138,0.21070910184515043,0.20580836598623803,0.20575545961001548,0.4222652637985013,0.4125994040033994,0.41250359198168335,0.22205156263695844,0.15694566649348374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,9,0.3224508767236655,0.3210950130042953,0.23284827064898939,0.16491853425941586,0.1308743084390332,0.8362062456417104,0.20447965219085526,0.11908922688583944,0.1135291738487069,0.1133355078330461,0.08315843846678937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,10,0.3224508767236655,0.32151967603806797,0.16808033849348974,0.15546535144940615,0.0836065664721988,0.8334801945460741,0.2132818861904137,0.12523302218489218,0.07816266087834965,0.061497892885913896,0.06207522891834371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,11,0.32151967603806797,0.3210950130042953,0.16532450331260948,0.15946299175102635,0.14351690834145214,0.834910192776017,0.20862136768352665,0.12864121275202595,0.11499569412473126,0.07960531994097769,0.05159115670029876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,12,0.18839595015868324,0.16906945264568687,0.16808033849348974,0.16532450331260948,0.1565889590339898,0.8334979819311737,0.22296274120433923,0.2124567515701902,0.2117872420606282,0.1622564743291424,0.09290592949041263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,13,0.322001785454817,0.18839595015868324,0.13215047189736054,0.0833517043750364,0.0733331161418384,0.8337647590111079,0.20713107413051496,0.11048447742076889,0.10837475280963392,0.08901115743817732,0.2317034087225786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,14,0.322001785454817,0.15546535144940615,0.1403079497814289,0.1308743084390332,0.12498631451978684,0.833227104842705,0.20294429487974588,0.14387198901355305,0.12826753251898818,0.09803441410050824,0.22328711215619676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,15,0.30087743298808156,0.15391686307651495,0.07698270137434299,0.06945205259141203,0.06629953753307605,0.8468607456555224,0.20089300380939065,0.08725501122656745,0.07853962475357527,0.062958035462178,0.2142658064738733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,16,0.30087743298808156,0.23284827064898939,0.14370132971915126,0.1403079497814289,0.10245534506352001,0.8486680580236295,0.2020292499214115,0.1449462018153013,0.13068200402870028,0.12910914668933682,0.20444276046863857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,17,0.16017513978916675,0.15391686307651495,0.12281015492760507,0.11807084880420575,0.10245534506352001,0.8441961955721208,0.2019246189337218,0.19903771354948574,0.14130122563575856,0.10743476470394396,0.20972708198727025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,18,0.3209885533380917,0.31883213096488383,0.16491853425941586,0.14370132971915126,0.14351690834145214,0.8371358865716082,0.20759470854113418,0.13247696550911728,0.12634844151536734,0.11935454750265784,0.06767216441507332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,19,0.32122628010343796,0.31883213096488383,0.15946299175102635,0.15272003380701135,0.10299681390236028,0.8332077051925826,0.20871604758373077,0.13082484669253824,0.1175242391166433,0.10814026452833593,0.04780939900104347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,20,0.32122628010343796,0.3209885533380917,0.15587263238071947,0.11807084880420575,0.10527425649744411,0.8330446395359382,0.21188360193615283,0.13363486853976747,0.1280877248994726,0.07890514436756492,0.056732843029353504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,21,0.31962137096553767,0.31925452434168905,0.16017513978916675,0.15587263238071947,0.10299681390236028,0.8329416592037845,0.20845738883505338,0.1324141953541267,0.13122700842385346,0.08141673744586142,0.06753646593897035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,22,0.31925452434168905,0.3185912116328098,0.16906945264568687,0.15272003380701135,0.10527425649744411,0.8334281427852436,0.20899865932747957,0.13176560804829063,0.12455051410445261,0.08387765432603654,0.05548271194901328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsgdb9nsd_091941,23,0.31962137096553767,0.3185912116328098,0.1565889590339898,0.13215047189736054,0.12281015492760507,0.8339809314715056,0.20809340324099887,0.13501223194810152,0.13384893297853562,0.1103644901738703,0.10169996113254345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
